ID,Unvocalized,Vocalized,Root,Triliteral,Madhi,Mudhori,Amar
5164,أصقع,أَصْقَعَ,صقع,0,أَصْقَعَ,يُصْقِعُ,أَصْقِعْ
5165,أنقح,أَنْقَحَ,نقح,0,أَنْقَحَ,يُنْقِحُ,أَنْقِحْ
5166,أسرج,أَسْرَجَ,سرج,0,أَسْرَجَ,يُسْرِجُ,أَسْرِجْ
5167,أعرب,أَعْرَبَ,عرب,0,أَعْرَبَ,يُعْرِبُ,أَعْرِبْ
5168,أغرق,أَغْرَقَ,غرق,0,أَغْرَقَ,يُغْرِقُ,أَغْرِقْ
5169,أحرم,أَحْرَمَ,حرم,0,أَحْرَمَ,يُحْرِمُ,أَحْرِمْ
5170,أعمق,أَعْمَقَ,عمق,0,أَعْمَقَ,يُعْمِقُ,أَعْمِقْ
5171,أسرب,أَسْرَبَ,سرب,0,أَسْرَبَ,يُسْرِبُ,أَسْرِبْ
5172,أعوص,أَعْوَصَ,عوص,0,أَعْوَصَ,يُعْوِصُ,أَعْوِصْ
5173,أقدم,أَقْدَمَ,قدم,0,أَقْدَمَ,يُقْدِمُ,أَقْدِمْ
5174,أهرق,أَهْرَقَ,هرق,0,أَهْرَقَ,يُهْرِقُ,أَهْرِقْ
5175,أوبق,أَوْبَقَ,وبق,0,أَوْبَقَ,يُوبِقُ,أَوْبِقْ
5176,أبرق,أَبْرَقَ,برق,0,أَبْرَقَ,يُبْرِقُ,أَبْرِقْ
5177,أوكس,أَوْكَسَ,وكس,0,أَوْكَسَ,يُوكِسُ,أَوْكِسْ
5178,أقنع,أَقْنَعَ,قنع,0,أَقْنَعَ,يُقْنِعُ,أَقْنِعْ
5179,أرقص,أَرْقَصَ,رقص,0,أَرْقَصَ,يُرْقِصُ,أَرْقِصْ
5180,أظلف,أَظْلَفَ,ظلف,0,أَظْلَفَ,يُظْلِفُ,أَظْلِفْ
5181,أدرك,أَدْرَكَ,درك,0,أَدْرَكَ,يُدْرِكُ,أَدْرِكْ
5182,أطفح,أَطْفَحَ,طفح,0,أَطْفَحَ,يُطْفِحُ,أَطْفِحْ
5183,أومض,أَوْمَضَ,ومض,0,أَوْمَضَ,يُومِضُ,أَوْمِضْ
5184,أعند,أَعْنَدَ,عند,0,أَعْنَدَ,يُعْنِدُ,أَعْنِدْ
5185,أفقه,أَفْقَهَ,فقه,0,أَفْقَهَ,يُفْقِهُ,أَفْقِهْ
5186,أبعد,أَبْعَدَ,بعد,0,أَبْعَدَ,يُبْعِدُ,أَبْعِدْ
5187,ألحف,أَلْحَفَ,لحف,0,أَلْحَفَ,يُلْحِفُ,أَلْحِفْ
5188,أخجل,أَخْجَلَ,خجل,0,أَخْجَلَ,يُخْجِلُ,أَخْجِلْ
5189,أحبط,أَحْبَطَ,حبط,0,أَحْبَطَ,يُحْبِطُ,أَحْبِطْ
5190,أحجم,أَحْجَمَ,حجم,0,أَحْجَمَ,يُحْجِمُ,أَحْجِمْ
5191,أدخل,أَدْخَلَ,دخل,0,أَدْخَلَ,يُدْخِلُ,أَدْخِلْ
5192,أحرق,أَحْرَقَ,حرق,0,أَحْرَقَ,يُحْرِقُ,أَحْرِقْ
5193,أبدع,أَبْدَعَ,بدع,0,أَبْدَعَ,يُبْدِعُ,أَبْدِعْ
5194,أفلت,أَفْلَتَ,فلت,0,أَفْلَتَ,يُفْلِتُ,أَفْلِتْ
5195,أندر,أَنْدَرَ,ندر,0,أَنْدَرَ,يُنْدِرُ,أَنْدِرْ
5196,أرمد,أَرْمَدَ,رمد,0,أَرْمَدَ,يُرْمِدُ,أَرْمِدْ
5197,أفرخ,أَفْرَخَ,فرخ,0,أَفْرَخَ,يُفْرِخُ,أَفْرِخْ
5198,أركع,أَرْكَعَ,ركع,0,أَرْكَعَ,يُرْكِعُ,أَرْكِعْ
5199,أصفق,أَصْفَقَ,صفق,0,أَصْفَقَ,يُصْفِقُ,أَصْفِقْ
5200,أنهد,أَنْهَدَ,نهد,0,أَنْهَدَ,يُنْهِدُ,أَنْهِدْ
5201,أفجر,أَفْجَرَ,فجر,0,أَفْجَرَ,يُفْجِرُ,أَفْجِرْ
5202,أقبل,أَقْبَلَ,قبل,0,أَقْبَلَ,يُقْبِلُ,أَقْبِلْ
5203,أقول,أَقْوَلَ,قول,0,أَقْوَلَ,يُقْوِلُ,أَقْوِلْ
5204,أحبك,أَحْبَكَ,حبك,0,أَحْبَكَ,يُحْبِكُ,أَحْبِكْ
5205,أجذم,أَجْذَمَ,جذم,0,أَجْذَمَ,يُجْذِمُ,أَجْذِمْ
5206,أمتع,أَمْتَعَ,متع,0,أَمْتَعَ,يُمْتِعُ,أَمْتِعْ
5207,أمصل,أَمْصَلَ,مصل,0,أَمْصَلَ,يُمْصِلُ,أَمْصِلْ
5208,أنزق,أَنْزَقَ,نزق,0,أَنْزَقَ,يُنْزِقُ,أَنْزِقْ
5209,أكسد,أَكْسَدَ,كسد,0,أَكْسَدَ,يُكْسِدُ,أَكْسِدْ
5210,أهمد,أَهْمَدَ,همد,0,أَهْمَدَ,يُهْمِدُ,أَهْمِدْ
5211,أرشف,أَرْشَفَ,رشف,0,أَرْشَفَ,يُرْشِفُ,أَرْشِفْ
5212,أنور,أَنْوَرَ,نور,0,أَنْوَرَ,يُنْوِرُ,أَنْوِرْ
5213,أصعد,أَصْعَدَ,صعد,0,أَصْعَدَ,يُصْعِدُ,أَصْعِدْ
5214,أنسل,أَنْسَلَ,نسل,0,أَنْسَلَ,يُنْسِلُ,أَنْسِلْ
5215,أفسل,أَفْسَلَ,فسل,0,أَفْسَلَ,يُفْسِلُ,أَفْسِلْ
5216,أحمض,أَحْمَضَ,حمض,0,أَحْمَضَ,يُحْمِضُ,أَحْمِضْ
5217,أشغل,أَشْغَلَ,شغل,0,أَشْغَلَ,يُشْغِلُ,أَشْغِلْ
5218,أقحم,أَقْحَمَ,قحم,0,أَقْحَمَ,يُقْحِمُ,أَقْحِمْ
5219,أسبر,أَسْبَرَ,سبر,0,أَسْبَرَ,يُسْبِرُ,أَسْبِرْ
5220,أهلك,أَهْلَكَ,هلك,0,أَهْلَكَ,يُهْلِكُ,أَهْلِكْ
5221,أبغض,أَبْغَضَ,بغض,0,أَبْغَضَ,يُبْغِضُ,أَبْغِضْ
5222,أمكر,أَمْكَرَ,مكر,0,أَمْكَرَ,يُمْكِرُ,أَمْكِرْ
5223,أنحل,أَنْحَلَ,نحل,0,أَنْحَلَ,يُنْحِلُ,أَنْحِلْ
5224,أعزب,أَعْزَبَ,عزب,0,أَعْزَبَ,يُعْزِبُ,أَعْزِبْ
5225,أغرز,أَغْرَزَ,غرز,0,أَغْرَزَ,يُغْرِزُ,أَغْرِزْ
5226,أغزر,أَغْزَرَ,غزر,0,أَغْزَرَ,يُغْزِرُ,أَغْزِرْ
5227,أغلط,أَغْلَطَ,غلط,0,أَغْلَطَ,يُغْلِطُ,أَغْلِطْ
5228,أتجر,أَتْجَرَ,تجر،وجر,0,أَتْجَرَ,يُتْجِرُ,أَتْجِرْ
5229,أنجم,أَنْجَمَ,نجم,0,أَنْجَمَ,يُنْجِمُ,أَنْجِمْ
5230,أعدم,أَعْدَمَ,عدم,0,أَعْدَمَ,يُعْدِمُ,أَعْدِمْ
5231,أجهش,أَجْهَشَ,جهش,0,أَجْهَشَ,يُجْهِشُ,أَجْهِشْ
5232,أمحص,أَمْحَصَ,محص,0,أَمْحَصَ,يُمْحِصُ,أَمْحِصْ
5233,أكشر,أَكْشَرَ,كشر,0,أَكْشَرَ,يُكْشِرُ,أَكْشِرْ
5234,أضرب,أَضْرَبَ,ضرب,0,أَضْرَبَ,يُضْرِبُ,أَضْرِبْ
5235,أورم,أَوْرَمَ,ورم,0,أَوْرَمَ,يُورِمُ,أَوْرِمْ
5236,أردف,أَرْدَفَ,ردف,0,أَرْدَفَ,يُرْدِفُ,أَرْدِفْ
5237,أكمد,أَكْمَدَ,كمد,0,أَكْمَدَ,يُكْمِدُ,أَكْمِدْ
5238,أفطر,أَفْطَرَ,فطر,0,أَفْطَرَ,يُفْطِرُ,أَفْطِرْ
5239,أخبر,أَخَبَرَ,خبر,0,أَخْبَرَ,يُخْبِرُ,أَخْبِرْ
5240,أطول,أَطْوَلَ,طول,0,أَطْوَلَ,يُطْوِلُ,أَطْوِلْ
5241,أعور,أَعْوَرَ,عور,0,أَعْوَرَ,يُعْوِرُ,أَعْوِرْ
5242,أشهد,أَشْهَدَ,شهد,0,أَشْهَدَ,يُشْهِدُ,أَشْهِدْ
5243,أغدق,أَغْدَقَ,غدق,0,أَغْدَقَ,يُغْدِقُ,أَغْدِقْ
5244,أشهر,أَشْهَرَ,شهر,0,أَشْهَرَ,يُشْهِرُ,أَشْهِرْ
5245,أجحف,أَجْحَفَ,جحف,0,أَجْحَفَ,يُجْحِفُ,أَجْحِفْ
5246,أزعج,أَزْعَجَ,زعج,0,أَزْعَجَ,يُزْعِجُ,أَزْعِجْ
5247,أدمع,أَدْمَعَ,دمع,0,أَدْمَعَ,يُدْمِعُ,أَدْمِعْ
5248,أعنف,أَعْنَفَ,عنف,0,أَعْنَفَ,يُعْنِفُ,أَعْنِفْ
5249,ألهم,أَلْهَمَ,لهم,0,أَلْهَمَ,يُلْهِمُ,أَلْهِمْ
5250,أقرس,أَقْرَسَ,قرس,0,أَقْرَسَ,يُقْرِسُ,أَقْرِسْ
5251,أغمض,أَغْمَضَ,غمض,0,أَغْمَضَ,يُغْمِضُ,أَغْمِضْ
5252,أنقب,أَنْقَبَ,نقب,0,أَنْقَبَ,يُنْقِبُ,أَنْقِبْ
5253,أفقد,أَفْقَدَ,فقد,0,أَفْقَدَ,يُفْقِدُ,أَفْقِدْ
5254,أنعت,أَنْعَتَ,نعت,0,أَنْعَتَ,يُنْعِتُ,أَنْعِتْ
5255,أربذ,أَرْبَذَ,ربذ,0,أَرْبَذَ,يُرْبِذُ,أَرْبِذْ
5256,أدمج,أَدْمَجَ,دمج,0,أَدْمَجَ,يُدْمِجُ,أَدْمِجْ
5257,أثلث,أَثْلَثَ,ثلث,0,أَثْلَثَ,يُثْلِثُ,أَثْلِثْ
5258,أنصب,أَنْصَبَ,نصب,0,أَنْصَبَ,يُنْصِبُ,أَنْصِبْ
5259,أشمس,أَشْمَسَ,شمس,0,أَشْمَسَ,يُشْمِسُ,أَشْمِسْ
5260,أرجح,أَرْجَحَ,رجح,0,أَرْجَحَ,يُرْجِحُ,أَرْجِحْ
5261,أنعش,أَنْعَشَ,نعش,0,أَنْعَشَ,يُنْعِشُ,أَنْعِشْ
5262,أهدب,أَهْدَبَ,هدب,0,أَهْدَبَ,يُهْدِبُ,أَهْدِبْ
5263,أوضخ,أَوْضَخَ,وضخ,0,أَوْضَخَ,يُوضِخُ,أَوْضِخْ
5264,أوشق,أَوْشَقَ,وشق,0,أَوْشَقَ,يُوشِقُ,أَوْشِقْ
5265,ألزق,أَلْزَقَ,لزق,0,أَلْزَقَ,يُلْزِقُ,أَلْزِقْ
5266,أهجر,أَهْجَرَ,هجر,0,أَهْجَرَ,يُهْجِرُ,أَهْجِرْ
5267,أفظع,أَفْظَعَ,فظع,0,أَفْظَعَ,يُفْظِعُ,أَفْظِعْ
5268,أنزل,أَنْزَلَ,نزل,0,أَنْزَلَ,يُنْزِلُ,أَنْزِلْ
5269,أجهز,أَجْهَزَ,جهز,0,أَجْهَزَ,يُجْهِزُ,أَجْهِزْ
5270,أملق,أَمْلَقَ,ملق,0,أَمْلَقَ,يُمْلِقُ,أَمْلِقْ
5271,أقلق,أَقْلَقَ,قلق,0,أَقْلَقَ,يُقْلِقُ,أَقْلِقْ
5272,أفتق,أَفْتَقَ,فتق,0,أَفْتَقَ,يُفْتِقُ,أَفْتِقْ
5273,أنضح,أَنْضَحَ,نضح,0,أَنْضَحَ,يُنْضِحُ,أَنْضِحْ
5274,ألبس,أَلْبَسَ,لبس,0,أَلْبَسَ,يُلْبِسُ,أَلْبِسْ
5275,أوحد,أَوْحَدَ,وحد,0,أَوْحَدَ,يُوحِدُ,أَوْحِدْ
5276,أسعف,أَسْعَفَ,سعف,0,أَسْعَفَ,يُسْعِفُ,أَسْعِفْ
5277,أمجد,أَمْجَدَ,مجد,0,أَمْجَدَ,يُمْجِدُ,أَمْجِدْ
5278,أفتل,أَفْتَلَ,فتل,0,أَفْتَلَ,يُفْتِلُ,أَفْتِلْ
5279,أغضب,أَغْضَبَ,غضب,0,أَغْضَبَ,يُغْضِبُ,أَغْضِبْ
5280,أمهر,أَمْهَرَ,مهر,0,أَمْهَرَ,يُمْهِرُ,أَمْهِرْ
5281,أوهج,أَوْهَجَ,وهج,0,أَوْهَجَ,يُوهِجُ,أَوْهِجْ
5282,أعقب,أَعْقَبَ,عقب,0,أَعْقَبَ,يُعْقِبُ,أَعْقِبْ
5283,أقرن,أَقْرَنَ,قرن,0,أَقْرَنَ,يُقْرِنُ,أَقْرِنْ
5284,أشعل,أَشْعَلَ,شعل,0,أَشْعَلَ,يُشْعِلُ,أَشْعِلْ
5285,أوثق,أَوْثَقَ,وثق,0,أَوْثَقَ,يُوثِقُ,أَوْثِقْ
5286,أعطب,أَعْطَبَ,عطب,0,أَعْطَبَ,يُعْطِبُ,أَعْطِبْ
5287,أنطق,أَنْطَقَ,نطق,0,أَنْطَقَ,يُنْطِقُ,أَنْطِقْ
5288,أحلف,أَحْلَفَ,حلف,0,أَحْلَفَ,يُحْلِفُ,أَحْلِفْ
5289,أنجل,أَنْجَلَ,نجل,0,أَنْجَلَ,يُنْجِلُ,أَنْجِلْ
5290,أورع,أَوْرَعَ,ورع,0,أَوْرَعَ,يُورِعُ,أَوْرِعْ
5291,أنغص,أَنْغَصَ,نغص,0,أَنْغَصَ,يُنْغِصُ,أَنْغِصْ
5292,أنصف,أَنْصَفَ,نصف,0,أَنْصَفَ,يُنْصِفُ,أَنْصِفْ
5293,أهرع,أَهْرَعَ,هرع,0,أَهْرَعَ,يُهْرِعُ,أَهْرِعْ
5294,أسبل,أَسْبَلَ,سبل,0,أَسْبَلَ,يُسْبِلُ,أَسْبِلْ
5295,أخفق,أَخْفَقَ,خفق,0,أَخْفَقَ,يُخْفِقُ,أَخْفِقْ
5296,أوقع,أَوْقَعَ,وقع,0,أَوْقَعَ,يُوقِعُ,أَوْقِعْ
5297,أعصم,أَعْصَمَ,عصم,0,أَعْصَمَ,يُعْصِمُ,أَعْصِمْ
5298,أزهق,أَزْهَقَ,زهق,0,أَزْهَقَ,يُزْهِقُ,أَزْهِقْ
5299,أطرق,أَطْرَقَ,طرق,0,أَطْرَقَ,يُطْرِقُ,أَطْرِقْ
5300,أصلد,أَصْلَدَ,صلد,0,أَصْلَدَ,يُصْلِدُ,أَصْلِدْ
5301,أفرج,أَفْرَجَ,فرج,0,أَفْرَجَ,يُفْرِجُ,أَفْرِجْ
5302,أسهر,أَسْهَرَ,سهر,0,أَسْهَرَ,يُسْهِرُ,أَسْهِرْ
5303,أسمل,أَسْمَلَ,سمل,0,أَسْمَلَ,يُسْمِلُ,أَسْمِلْ
5304,أسدر,أَسْدَرَ,سدر,0,أَسْدَرَ,يُسْدِرُ,أَسْدِرْ
5305,أودع,أَوْدَعَ,ودع,0,أَوْدَعَ,يُودِعُ,أَوْدِعْ
5306,أبرح,أَبْرَحَ,برخ,0,أَبْرَحَ,يُبْرِحُ,أَبْرِحْ
5307,أبطر,أَبْطَرَ,بطر,0,أَبْطَرَ,يُبْطِرُ,أَبْطِرْ
5308,أسلس,أَسْلَسَ,سلس,0,أَسْلَسَ,يُسْلِسُ,أَسْلِسْ
5309,أشبه,أَشْبَهَ,شبه,0,أَشْبَهَ,يُشْبِهُ,أَشْبِهْ
5310,أبلج,أَبْلَجَ,بلج,0,أَبْلَجَ,يُبْلِجُ,أَبْلِجْ
5311,أرهب,أَرْهَبَ,رهب,0,أَرْهَبَ,يُرْهِبُ,أَرْهِبْ
5312,أوتر,أَوْتَرَ,وتر,0,أَوْتَرَ,يُوتِرُ,أَوْتِرْ
5313,أنجد,أَنْجَدَ,نجد,0,أَنْجَدَ,يُنْجِدُ,أَنْجِدْ
5314,أكسد,أَكْسَدَ,كسد,0,أَكْسَدَ,يُكْسِدُ,أَكْسِدْ
5315,أنبت,أَنْبَتَ,نبت,0,أَنْبَتَ,يُنْبِتُ,أَنْبِتْ
5316,أشرف,أَشْرَفَ,شرف,0,أَشْرَفَ,يُشْرِفُ,أَشْرِفْ
5317,أمكث,أَمْكَثَ,مكث,0,أَمْكَثَ,يُمْكِثُ,أَمْكِثْ
5318,أوحج,أَوْحَجَ,وحج,0,أَوْحَجَ,يُوحِجُ,أَوْحِجْ
5319,أنقص,أَنْقَصَ,قصص,0,أَنْقَصَ,يُنْقِصُ,أَنْقِصْ
5320,أوثب,أَوْثَبَ,وثب,0,أَوْثَبَ,يُوثِبُ,أَوْثِبْ
5321,أرسب,أَرْسَبَ,رسب,0,أَرْسَبَ,يُرْسِبُ,أَرْسِبْ
5322,أشرح,أَشْرَحَ,شرح,0,أَشْرَحَ,يُشْرِحُ,أَشْرِحْ
5323,أوجه,أَوْجَهَ,وجه,0,أَوْجَهَ,يُوجِهُ,أَوْجِهْ
5324,أوجب,أَوْجَبَ,وجب,0,أَوْجَبَ,يُوجِبُ,أَوْجِبْ
5325,أنضج,أَنْضَجَ,نضج,0,أَنْضَجَ,يُنْضِجُ,أَنْضِجْ
5326,أقسط,أَقْسَطَ,قسط,0,أَقْسَطَ,يُقْسِطُ,أَقْسِطْ
5327,أوبر,أَوْبَرَ,وبر,0,أَوْبَرَ,يُوبِرُ,أَوْبِرْ
5328,أسلم,أَسْلَمَ,سلم,0,أَسْلَمَ,يُسْلِمُ,أَسْلِمْ
5329,أندف,أَنْدَفَ,ندف,0,أَنْدَفَ,يُنْدِفُ,أَنْدِفْ
5330,أجنح,أَجْنَحَ,جنح,0,أَجْنَحَ,يُجْنِحُ,أَجْنِحْ
5331,أشفق,أَشْفَقَ,شفق,0,أَشْفَقَ,يُشْفِقُ,أَشْفِقْ
5332,أهرم,أَهْرَمَ,هرم,0,أَهْرَمَ,يُهْرِمُ,أَهْرِمْ
5333,ألهج,أَلْهَجَ,لهج,0,أَلْهَجَ,يُلْهِجُ,أَلْهِجْ
5334,أرشم,أَرْشَمَ,رشم,0,أَرْشَمَ,يُرْشِمُ,أَرْشِمْ
5335,أرتع,أَرْتَعَ,رتع,0,أَرْتَعَ,يُرْتِعُ,أَرْتِعْ
5336,أوجس,أَوْجَسَ,وجس,0,أَوْجَسَ,يُوجِسُ,أَوْجِسْ
5337,أوجع,أَوْجَعَ,وجع,0,أَوْجَعَ,يُوجِعُ,أَوْجِعْ
5338,أنفس,أَنْفَسَ,نفس,0,أَنْفَسَ,يُنْفِسُ,أَنْفِسْ
5339,أهدر,أَهْدَرَ,هدر,0,أَهْدَرَ,يُهْدِرُ,أَهْدِرْ
5340,أبهظ,أَبْهَظَ,بهظ,0,أَبْهَظَ,يُبْهِظُ,أَبْهِظْ
5341,ألزم,أَلْزَمَ,لزم,0,أَلْزَمَ,يُلْزِمُ,أَلْزِمْ
5342,أقرض,أَقْرَضَ,قرض,0,أَقْرَضَ,يُقْرِضُ,أَقْرِضْ
5343,أكره,أَكْرَهَ,كره,0,أَكْرَهَ,يُكْرِهُ,أَكْرِهْ
5344,أقتر,أَقْتَرَ,قتر,0,أَقْتَرَ,يُقْتِرُ,أَقْتِرْ
5345,أوضف,أَوْضَفَ,وضف,0,أَوْضَفَ,يُوضِفُ,أَوْضِفْ
5346,أقرف,أَقْرَفَ,قرف,0,أَقْرَفَ,يُقْرِفُ,أَقْرِفْ
5347,أكسل,أَكْسَلَ,كسل,0,أَكْسَلَ,يُكْسِلُ,أَكْسِلْ
5348,أقمع,أَقْمَعَ,قمع,0,أَقْمَعَ,يُقْمِعُ,أَقْمِعْ
5349,أملح,أَمْلَحَ,ملح,0,أَمْلَحَ,يُمْلِحُ,أَمْلِحْ
5350,أكحل,أَكْحَلَ,كحل,0,أَكْحَلَ,يُكْحِلُ,أَكْحِلْ
5351,أنكف,أَنْكَفَ,نكف,0,أَنْكَفَ,يُنْكِفُ,أَنْكِفْ
5352,أكفر,أَكْفَرَ,كفر,0,أَكْفَرَ,يُكْفِرُ,أَكْفِرْ
5353,أجزل,أَجْزَلَ,جزل,0,أَجْزَلَ,يُجْزِلُ,أَجْزِلْ
5354,أنكل,أَنْكَلَ,نكل,0,أَنْكَلَ,يُنْكِلُ,أَنْكِلْ
5355,أفرط,أَفْرَطَ,فرط,0,أَفْرَطَ,يُفْرِطُ,أَفْرِطْ
5356,أسهب,أَسْهَبَ,سهب,0,أَسْهَبَ,يُسْهِبُ,أَسْهِبْ
5357,أقعر,أَقْعَرَ,قعر,0,أَقْعَرَ,يُقْعِرُ,أَقْعِرْ
5358,أقفل,أَقْفَلَ,قفل,0,أَقْفَلَ,يُقْفِلُ,أَقْفِلْ
5359,أقذع,أَقْذَعَ,قذع,0,أَقْذَعَ,يُقْذِعُ,أَقْذِعْ
5360,أقرح,أَقْرَحَ,قرح,0,أَقْرَحَ,يُقْرِحُ,أَقْرِحْ
5361,أصعق,أَصْعَقَ,صعق,0,أَصْعَقَ,يُصْعِقُ,أَصْعِقْ
5362,أوعب,أَوْعَبَ,وعب,0,أَوْعَبَ,يُوعِبُ,أَوْعِبْ
5363,أقعد,أَقْعَدَ,قعد,0,أَقْعَدَ,يُقْعِدُ,أَقْعِدْ
5364,أدهش,أَدْهَشَ,دهش,0,أَدْهَشَ,يُدْهِشُ,أَدْهِشْ
5365,أورس,أَوْرَسَ,ورس,0,أَوْرَسَ,يُورِسُ,أَوْرِسْ
5366,أورط,أَوْرَطَ,ورط,0,أَوْرَطَ,يُورِطُ,أَوْرِطْ
5367,أترح,أَتْرَحَ,ترح,0,أَتْرَحَ,يُتْرِحُ,أَتْرِحْ
5368,أوكد,أَوْكَدَ,وكد,0,أَوْكَدَ,يُوكِدُ,أَوْكِدْ
5369,أشرب,أَشْرَبَ,شرب,0,أَشْرَبَ,يُشْرِبُ,أَشْرِبْ
5370,أمعن,أَمْعَنَ,معن,0,أَمْعَنَ,يُمْعِنُ,أَمْعِنْ
5371,أورث,أَوْرَثَ,ورث,0,أَوْرَثَ,يُورِثُ,أَوْرِثْ
5372,أصدق,أَصْدَقَ,صدق,0,أَصْدَقَ,يُصْدِقُ,أَصْدِقْ
5373,أعذر,أَعْذَرَ,عذر,0,أَعْذَرَ,يُعْذِرُ,أَعْذِرْ
5374,أوقد,أَوْقَدَ,وقد,0,أَوْقَدَ,يُوقِدُ,أَوْقِدْ
5375,أورق,أَوْرَقَ,ورق,0,أَوْرَقَ,يُورِقُ,أَوْرِقْ
5376,أعقم,أَعْقَمَ,عقم,0,أَعْقَمَ,يُعْقِمُ,أَعْقِمْ
5377,أنصل,أَنْصَلَ,نصل,0,أَنْصَلَ,يُنْصِلُ,أَنْصِلْ
5378,أوهب,أَوْهَبَ,وهب,0,أَوْهَبَ,يُوهِبُ,أَوْهِبْ
5379,أنشر,أَنْشَرَ,نشر,0,أَنْشَرَ,يُنْشِرُ,أَنْشِرْ
5380,أنفذ,أَنْفَذَ,نفذ,0,أَنْفَذَ,يُنْفِذُ,أَنْفِذْ
5381,أنقه,أَنْقَهَ,نقه,0,أَنْقَهَ,يُنْقِهُ,أَنْقِهْ
5382,أذنب,أَذْنَبَ,ذنب,0,أَذْنَبَ,يُذْنِبُ,أَذْنِبْ
5383,أنصع,أَنْصَعَ,نصع,0,أَنْصَعَ,يُنْصِعُ,أَنْصِعْ
5384,أدعق,أَدْعَقَ,دعق,0,أَدْعَقَ,يُدْعِقُ,أَدْعِقْ
5385,أوسع,أَوْسَعَ,وسع,0,أَوْسَعَ,يُوسِعُ,أَوْسِعْ
5386,أخلص,أَخْلَصَ,خلص,0,أَخْلَصَ,يُخْلِصُ,أَخْلِصْ
5387,أمرغ,أَمْرَغَ,مرغ,0,أَمْرَغَ,يُمْرِغُ,أَمْرِغْ
5388,أهلك,أَهْلَكَ,هلك,0,أَهْلَكَ,يُهْلِكُ,أَهْلِكْ
5389,أسعد,أَسْعَدَ,سعد,0,أَسْعَدَ,يُسْعِدُ,أَسْعِدْ
5390,أنفر,أَنْفَرَ,نفر,0,أَنْفَرَ,يُنْفِرُ,أَنْفِرْ
5391,أنعم,أَنْعَمَ,نعم,0,أَنْعَمَ,يُنْعِمُ,أَنْعِمْ
5392,أشرك,أَشْرَكَ,شرك,0,أَشْرَكَ,يُشْرِكُ,أَشْرِكْ
5393,أهضل,أَهْضَلَ,هضل,0,أَهْضَلَ,يُهْضِلُ,أَهْضِلْ
5394,أبصر,أَبْصَرَ,بصر,0,أَبْصَرَ,يُبْصِرُ,أَبْصِرْ
5395,أهذب,أَهْذَبَ,هذب,0,أَهْذَبَ,يُهْذِبُ,أَهْذِبْ
5396,أوطن,أَوْطَنَ,وطن,0,أَوْطَنَ,يُوطِنُ,أَوْطِنْ
5397,أغمط,أَغْمَطَ,غمط,0,أَغْمَطَ,يُغْمِطُ,أَغْمِطْ
5398,أهيق,أَهْيَقَ,هيق,0,أَهْيَقَ,يُهْيِقُ,أَهْيِقْ
5399,أوسق,أَوْسَقَ,وسق,0,أَوْسَقَ,يُوسِقُ,أَوْسِقْ
